"x","y"
"3673.607285","1.35E-14"
"3675.440048","1.38E-14"
"3677.272811","1.45E-14"
"3679.105574","1.42E-14"
"3680.938337","1.62E-14"
"3682.7711","1.61E-14"
"3684.603863","1.33E-14"
"3686.436626","1.57E-14"
"3688.269389","1.45E-14"
"3690.102152","1.56E-14"
"3691.934914","1.23E-14"
"3693.767677","1.37E-14"
"3695.60044","1.54E-14"
"3697.433203","1.42E-14"
"3699.265966","1.46E-14"
"3701.098729","1.48E-14"
"3702.931492","1.50E-14"
"3704.764255","1.71E-14"
"3706.597018","1.62E-14"
"3708.429781","1.46E-14"
"3710.262544","1.38E-14"
"3712.095307","1.51E-14"
"3713.92807","1.64E-14"
"3715.760832","1.33E-14"
"3717.593595","1.15E-14"
"3719.426358","1.34E-14"
"3721.259121","2.16E-14"
"3723.091884","5.19E-14"
"3724.924647","1.32E-13"
"3726.75741","2.12E-13"
"3728.590173","2.26E-13"
"3730.422936","1.66E-13"
"3732.255699","8.80E-14"
"3734.088462","4.08E-14"
"3735.921225","2.35E-14"
"3737.753988","1.71E-14"
"3739.586751","1.16E-14"
"3741.419513","1.02E-14"
"3743.252276","1.06E-14"
"3745.085039","8.70E-15"
"3746.917802","1.16E-14"
"3748.750565","1.59E-14"
"3750.583328","1.92E-14"
"3752.416091","1.85E-14"
"3754.248854","1.42E-14"
"3756.081617","1.06E-14"
"3757.91438","9.92E-15"
"3759.747143","8.22E-15"
"3761.579906","8.34E-15"
"3763.412669","1.00E-14"
"3765.245431","9.38E-15"
"3767.078194","9.74E-15"
"3768.910957","1.41E-14"
"3770.74372","2.17E-14"
"3772.576483","2.18E-14"
"3774.409246","1.71E-14"
"3776.242009","1.25E-14"
"3778.074772","9.89E-15"
"3779.907535","1.02E-14"
"3781.740298","8.69E-15"
"3783.573061","9.32E-15"
"3785.405824","7.87E-15"
"3787.238587","7.79E-15"
"3789.071349","8.57E-15"
"3790.904112","8.15E-15"
"3792.736875","9.09E-15"
"3794.569638","1.12E-14"
"3796.402401","1.69E-14"
"3798.235164","2.34E-14"
"3800.067927","2.35E-14"
"3801.90069","1.71E-14"
"3803.733453","1.19E-14"
"3805.566216","1.01E-14"
"3807.398979","1.05E-14"
"3809.231742","9.61E-15"
"3811.064505","8.44E-15"
"3812.897268","8.83E-15"
"3814.73003","8.51E-15"
"3816.562793","9.32E-15"
"3818.395556","1.17E-14"
"3820.228319","1.38E-14"
"3822.061082","1.33E-14"
"3823.893845","1.06E-14"
"3825.726608","8.99E-15"
"3827.559371","8.93E-15"
"3829.392134","9.56E-15"
"3831.224897","1.01E-14"
"3833.05766","1.69E-14"
"3834.890423","2.72E-14"
"3836.723186","3.14E-14"
"3838.555948","2.54E-14"
"3840.388711","1.54E-14"
"3842.221474","1.05E-14"
"3844.054237","8.80E-15"
"3845.887","8.77E-15"
"3847.719763","9.42E-15"
"3849.552526","8.49E-15"
"3851.385289","9.01E-15"
"3853.218052","9.45E-15"
"3855.050815","8.67E-15"
"3856.883578","9.47E-15"
"3858.716341","8.67E-15"
"3860.549104","8.95E-15"
"3862.381866","1.02E-14"
"3864.214629","1.22E-14"
"3866.047392","3.55E-14"
"3867.880155","7.97E-14"
"3869.712918","1.03E-13"
"3871.545681","8.33E-14"
"3873.378444","4.33E-14"
"3875.211207","1.74E-14"
"3877.04397","1.10E-14"
"3878.876733","9.25E-15"
"3880.709496","9.19E-15"
"3882.542259","9.49E-15"
"3884.375022","1.07E-14"
"3886.207785","2.42E-14"
"3888.040547","5.17E-14"
"3889.87331","6.56E-14"
"3891.706073","5.24E-14"
"3893.538836","2.79E-14"
"3895.371599","1.36E-14"
"3897.204362","9.50E-15"
"3899.037125","8.71E-15"
"3900.869888","8.19E-15"
"3902.702651","8.26E-15"
"3904.535414","8.83E-15"
"3906.368177","9.05E-15"
"3908.20094","8.21E-15"
"3910.033703","8.30E-15"
"3911.866465","8.93E-15"
"3913.699228","8.38E-15"
"3915.531991","8.03E-15"
"3917.364754","8.35E-15"
"3919.197517","8.02E-15"
"3921.03028","8.19E-15"
"3922.863043","9.14E-15"
"3924.695806","8.58E-15"
"3926.528569","8.22E-15"
"3928.361332","8.26E-15"
"3930.194095","7.46E-15"
"3932.026858","7.59E-15"
"3933.859621","7.65E-15"
"3935.692383","7.66E-15"
"3937.525146","8.12E-15"
"3939.357909","8.25E-15"
"3941.190672","7.64E-15"
"3943.023435","7.35E-15"
"3944.856198","7.41E-15"
"3946.688961","7.80E-15"
"3948.521724","7.99E-15"
"3950.354487","8.24E-15"
"3952.18725","8.13E-15"
"3954.020013","7.80E-15"
"3955.852776","8.36E-15"
"3957.685539","8.00E-15"
"3959.518302","7.99E-15"
"3961.351064","8.76E-15"
"3963.183827","1.12E-14"
"3965.01659","1.72E-14"
"3966.849353","3.16E-14"
"3968.682116","5.55E-14"
"3970.514879","6.83E-14"
"3972.347642","5.66E-14"
"3974.180405","3.30E-14"
"3976.013168","1.52E-14"
"3977.845931","9.56E-15"
"3979.678694","7.59E-15"
"3981.511457","7.56E-15"
"3983.34422","7.37E-15"
"3985.176982","8.15E-15"
"3987.009745","8.02E-15"
"3988.842508","7.53E-15"
"3990.675271","6.97E-15"
"3992.508034","7.48E-15"
"3994.340797","7.21E-15"
"3996.17356","7.54E-15"
"3998.006323","7.29E-15"
"3999.839086","7.26E-15"
"4001.671849","6.96E-15"
"4003.504612","7.02E-15"
"4005.337375","7.68E-15"
"4007.170138","7.55E-15"
"4009.0029","7.77E-15"
"4010.835663","8.09E-15"
"4012.668426","7.33E-15"
"4014.501189","7.22E-15"
"4016.333952","7.56E-15"
"4018.166715","7.21E-15"
"4019.999478","7.41E-15"
"4021.832241","7.27E-15"
"4023.665004","9.32E-15"
"4025.497767","1.23E-14"
"4027.33053","1.38E-14"
"4029.163293","1.30E-14"
"4030.996056","9.78E-15"
"4032.828819","7.63E-15"
"4034.661581","6.95E-15"
"4036.494344","6.67E-15"
"4038.327107","6.68E-15"
"4040.15987","6.48E-15"
"4041.992633","4.02E-15"
"4043.82539607","3.110E-16"
"4045.658159","6.39E-15"
"4047.490922","6.40E-15"
"4049.323685","6.81E-15"
"4051.156448","7.20E-15"
"4052.989211","6.94E-15"
"4054.821974","7.28E-15"
"4056.654737","6.74E-15"
"4058.487499","6.90E-15"
"4060.320262","6.68E-15"
"4062.153025","7.08E-15"
"4063.985788","7.41E-15"
"4065.818551","8.18E-15"
"4067.651314","9.81E-15"
"4069.484077","1.03E-14"
"4071.31684","9.95E-15"
"4073.149603","9.02E-15"
"4074.982366","8.11E-15"
"4076.815129","8.42E-15"
"4078.647892","8.33E-15"
"4080.480655","7.26E-15"
"4082.313417","7.09E-15"
"4084.14618","7.56E-15"
"4085.978943","7.06E-15"
"4087.811706","7.17E-15"
"4089.644469","7.01E-15"
"4091.477232","7.40E-15"
"4093.309995","6.77E-15"
"4095.142758","6.77E-15"
"4096.975521","8.53E-15"
"4098.808284","2.50E-14"
"4100.641047","6.39E-14"
"4102.47381","8.77E-14"
"4104.306573","7.48E-14"
"4106.139336","3.79E-14"
"4107.972098","1.47E-14"
"4109.804861","9.13E-15"
"4111.637624","7.37E-15"
"4113.470387","6.89E-15"
"4115.30315","7.08E-15"
"4117.135913","7.73E-15"
"4118.968676","7.87E-15"
"4120.801439","8.05E-15"
"4122.634202","8.25E-15"
"4124.466965","7.21E-15"
"4126.299728","7.06E-15"
"4128.132491","6.98E-15"
"4129.965254","6.89E-15"
"4131.798016","7.34E-15"
"4133.630779","7.45E-15"
"4135.463542","7.43E-15"
"4137.296305","7.42E-15"
"4139.129068","7.26E-15"
"4140.961831","7.48E-15"
"4142.794594","7.52E-15"
"4144.627357","8.21E-15"
"4146.46012","7.86E-15"
"4148.292883","7.61E-15"
"4150.125646","7.19E-15"
"4151.958409","7.07E-15"
"4153.791172","7.24E-15"
"4155.623934","6.73E-15"
"4157.456697","6.79E-15"
"4159.28946","6.77E-15"
"4161.122223","6.59E-15"
"4162.954986","6.49E-15"
"4164.787749","6.36E-15"
"4166.620512","6.82E-15"
"4168.453275","6.81E-15"
"4170.286038","6.86E-15"
"4172.118801","7.06E-15"
"4173.951564","7.09E-15"
"4175.784327","6.91E-15"
"4177.61709","7.15E-15"
"4179.449853","6.99E-15"
"4181.282615","6.56E-15"
"4183.115378","6.78E-15"
"4184.948141","7.24E-15"
"4186.780904","6.99E-15"
"4188.613667","6.68E-15"
"4190.44643","7.20E-15"
"4192.279193","6.81E-15"
"4194.111956","6.40E-15"
"4195.944719","6.47E-15"
"4197.777482","6.39E-15"
"4199.610245","6.44E-15"
"4201.443008","6.56E-15"
"4203.275771","7.07E-15"
"4205.108533","6.53E-15"
"4206.941296","6.30E-15"
"4208.774059","6.94E-15"
"4210.606822","7.10E-15"
"4212.439585","7.37E-15"
"4214.272348","6.82E-15"
"4216.105111","6.61E-15"
"4217.937874","6.80E-15"
"4219.770637","6.32E-15"
"4221.6034","6.71E-15"
"4223.436163","6.67E-15"
"4225.268926","6.65E-15"
"4227.101689","6.70E-15"
"4228.934452","6.67E-15"
"4230.767214","6.96E-15"
"4232.599977","6.42E-15"
"4234.43274","6.21E-15"
"4236.265503","6.39E-15"
"4238.098266","6.47E-15"
"4239.931029","6.74E-15"
"4241.763792","6.68E-15"
"4243.596555","6.42E-15"
"4245.429318","6.56E-15"
"4247.262081","6.79E-15"
"4249.094844","6.71E-15"
"4250.927607","6.30E-15"
"4252.76037","6.33E-15"
"4254.593132","6.86E-15"
"4256.425895","6.76E-15"
"4258.258658","6.34E-15"
"4260.091421","6.67E-15"
"4261.924184","6.51E-15"
"4263.756947","6.79E-15"
"4265.58971","7.79E-15"
"4267.422473","7.81E-15"
"4269.255236","7.56E-15"
"4271.087999","7.27E-15"
"4272.920762","6.65E-15"
"4274.753525","6.54E-15"
"4276.586288","6.49E-15"
"4278.41905","6.54E-15"
"4280.251813","6.56E-15"
"4282.084576","6.08E-15"
"4283.917339","6.27E-15"
"4285.750102","6.35E-15"
"4287.582865","6.10E-15"
"4289.415628","5.94E-15"
"4291.248391","6.18E-15"
"4293.081154","6.48E-15"
"4294.913917","6.27E-15"
"4296.74668","6.30E-15"
"4298.579443","6.35E-15"
"4300.412206","6.14E-15"
"4302.244969","6.09E-15"
"4304.077731","6.37E-15"
"4305.910494","6.37E-15"
"4307.743257","6.15E-15"
"4309.57602","6.33E-15"
"4311.408783","6.08E-15"
"4313.241546","6.30E-15"
"4315.074309","6.45E-15"
"4316.907072","6.45E-15"
"4318.739835","6.52E-15"
"4320.572598","6.35E-15"
"4322.405361","6.64E-15"
"4324.238124","6.67E-15"
"4326.070887","6.52E-15"
"4327.903649","6.69E-15"
"4329.736412","6.20E-15"
"4331.569175","6.19E-15"
"4333.401938","6.90E-15"
"4335.234701","7.14E-15"
"4337.067464","2.33E-14"
"4338.900227","8.57E-14"
"4340.73299","1.49E-13"
"4342.565753","1.54E-13"
"4344.398516","9.28E-14"
"4346.231279","3.14E-14"
"4348.064042","1.09E-14"
"4349.896805","7.55E-15"
"4351.729567","7.07E-15"
"4353.56233","6.73E-15"
"4355.395093","6.53E-15"
"4357.227856","6.41E-15"
"4359.060619","6.76E-15"
"4360.893382","9.77E-15"
"4362.726145","1.45E-14"
"4364.558908","1.72E-14"
"4366.391671","1.49E-14"
"4368.224434","1.02E-14"
"4370.057197","7.50E-15"
"4371.88996","5.99E-15"
"4373.722723","6.08E-15"
"4375.555486","7.54E-15"
"4377.388248","7.97E-15"
"4379.221011","6.83E-15"
"4381.053774","6.09E-15"
"4382.886537","5.91E-15"
"4384.7193","6.24E-15"
"4386.552063","6.89E-15"
"4388.384826","7.88E-15"
"4390.217589","7.90E-15"
"4392.050352","6.41E-15"
"4393.883115","5.97E-15"
"4395.715878","5.85E-15"
"4397.548641","5.56E-15"
"4399.381404","5.66E-15"
"4401.214166","5.70E-15"
"4403.046929","5.62E-15"
"4404.879692","5.90E-15"
"4406.712455","5.82E-15"
"4408.545218","5.55E-15"
"4410.377981","5.52E-15"
"4412.210744","5.86E-15"
"4414.043507","5.97E-15"
"4415.87627","5.90E-15"
"4417.709033","6.03E-15"
"4419.541796","5.65E-15"
"4421.374559","5.29E-15"
"4423.207322","5.34E-15"
"4425.040084","5.19E-15"
"4426.872847","5.40E-15"
"4428.70561","5.56E-15"
"4430.538373","5.75E-15"
"4432.371136","5.50E-15"
"4434.203899","5.41E-15"
"4436.036662","5.87E-15"
"4437.869425","5.82E-15"
"4439.702188","5.95E-15"
"4441.534951","6.02E-15"
"4443.367714","6.00E-15"
"4445.200477","5.46E-15"
"4447.03324","5.41E-15"
"4448.866003","5.51E-15"
"4450.698765","5.34E-15"
"4452.531528","5.89E-15"
"4454.364291","6.04E-15"
"4456.197054","5.76E-15"
"4458.029817","5.65E-15"
"4459.86258","5.72E-15"
"4461.695343","6.02E-15"
"4463.528106","5.81E-15"
"4465.360869","5.65E-15"
"4467.193632","6.37E-15"
"4469.026395","9.58E-15"
"4470.859158","1.74E-14"
"4472.691921","2.21E-14"
"4474.524683","1.97E-14"
"4476.357446","1.20E-14"
"4478.190209","6.95E-15"
"4480.022972","6.02E-15"
"4481.855735","5.64E-15"
"4483.688498","5.94E-15"
"4485.521261","5.77E-15"
"4487.354024","5.89E-15"
"4489.186787","5.82E-15"
"4491.01955","5.66E-15"
"4492.852313","6.06E-15"
"4494.685076","6.05E-15"
"4496.517839","5.59E-15"
"4498.350601","5.78E-15"
"4500.183364","5.27E-15"
"4502.016127","5.67E-15"
"4503.84889","5.94E-15"
"4505.681653","5.44E-15"
"4507.514416","5.47E-15"
"4509.347179","5.79E-15"
"4511.179942","5.61E-15"
"4513.012705","5.53E-15"
"4514.845468","5.65E-15"
"4516.678231","5.52E-15"
"4518.510994","5.84E-15"
"4520.343757","5.66E-15"
"4522.17652","5.63E-15"
"4524.009282","5.96E-15"
"4525.842045","5.47E-15"
"4527.674808","5.60E-15"
"4529.507571","5.87E-15"
"4531.340334","5.74E-15"
"4533.173097","5.31E-15"
"4535.00586","5.51E-15"
"4536.838623","5.41E-15"
"4538.671386","5.58E-15"
"4540.504149","5.29E-15"
"4542.336912","5.12E-15"
"4544.169675","5.10E-15"
"4546.002438","5.34E-15"
"4547.8352","5.49E-15"
"4549.667963","5.67E-15"
"4551.500726","5.27E-15"
"4553.333489","5.32E-15"
"4555.166252","5.63E-15"
"4556.999015","5.46E-15"
"4558.831778","5.39E-15"
"4560.664541","5.34E-15"
"4562.497304","5.54E-15"
"4564.330067","5.41E-15"
"4566.16283","5.51E-15"
"4567.995593","5.83E-15"
"4569.828356","5.63E-15"
"4571.661118","6.60E-15"
"4573.493881","6.57E-15"
"4575.326644","6.26E-15"
"4577.159407","5.77E-15"
"4578.99217","5.74E-15"
"4580.824933","5.49E-15"
"4582.657696","5.26E-15"
"4584.490459","4.87E-15"
"4586.323222","5.31E-15"
"4588.155985","5.31E-15"
"4589.988748","5.34E-15"
"4591.821511","5.74E-15"
"4593.654274","5.84E-15"
"4595.487037","5.46E-15"
"4597.319799","5.58E-15"
"4599.152562","5.62E-15"
"4600.985325","5.46E-15"
"4602.818088","5.59E-15"
"4604.650851","5.54E-15"
"4606.483614","5.52E-15"
"4608.316377","5.67E-15"
"4610.14914","5.56E-15"
"4611.981903","5.59E-15"
"4613.814666","5.70E-15"
"4615.647429","5.36E-15"
"4617.480192","5.23E-15"
"4619.312955","5.56E-15"
"4621.145717","5.34E-15"
"4622.97848","5.55E-15"
"4624.811243","5.70E-15"
"4626.644006","5.40E-15"
"4628.476769","5.53E-15"
"4630.309532","5.65E-15"
"4632.142295","5.65E-15"
"4633.975058","5.84E-15"
"4635.807821","5.89E-15"
"4637.640584","5.96E-15"
"4639.473347","6.23E-15"
"4641.30611","6.12E-15"
"4643.138873","6.38E-15"
"4644.971635","6.38E-15"
"4646.804398","6.15E-15"
"4648.637161","6.39E-15"
"4650.469924","6.82E-15"
"4652.302687","6.54E-15"
"4654.13545","6.13E-15"
"4655.968213","6.00E-15"
"4657.800976","6.03E-15"
"4659.633739","6.13E-15"
"4661.466502","6.35E-15"
"4663.299265","5.90E-15"
"4665.132028","5.63E-15"
"4666.964791","5.22E-15"
"4668.797554","5.29E-15"
"4670.630316","5.52E-15"
"4672.463079","5.47E-15"
"4674.295842","5.73E-15"
"4676.128605","5.63E-15"
"4677.961368","5.23E-15"
"4679.794131","5.24E-15"
"4681.626894","5.43E-15"
"4683.459657","5.31E-15"
"4685.29242","5.47E-15"
"4687.125183","5.83E-15"
"4688.957946","5.82E-15"
"4690.790709","5.44E-15"
"4692.623472","5.08E-15"
"4694.456234","5.29E-15"
"4696.288997","5.24E-15"
"4698.12176","5.20E-15"
"4699.954523","5.33E-15"
"4701.787286","5.36E-15"
"4703.620049","5.14E-15"
"4705.452812","5.09E-15"
"4707.285575","5.32E-15"
"4709.118338","5.24E-15"
"4710.951101","5.84E-15"
"4712.783864","7.37E-15"
"4714.616627","8.07E-15"
"4716.44939","7.41E-15"
"4718.282152","6.07E-15"
"4720.114915","5.48E-15"
"4721.947678","5.35E-15"
"4723.780441","5.06E-15"
"4725.613204","5.14E-15"
"4727.445967","5.34E-15"
"4729.27873","4.94E-15"
"4731.111493","5.07E-15"
"4732.944256","5.29E-15"
"4734.777019","5.12E-15"
"4736.609782","5.50E-15"
"4738.442545","5.67E-15"
"4740.275308","5.54E-15"
"4742.108071","5.38E-15"
"4743.940833","5.11E-15"
"4745.773596","5.17E-15"
"4747.606359","5.15E-15"
"4749.439122","4.88E-15"
"4751.271885","5.02E-15"
"4753.104648","5.15E-15"
"4754.937411","5.08E-15"
"4756.770174","5.30E-15"
"4758.602937","5.16E-15"
"4760.4357","4.88E-15"
"4762.268463","5.05E-15"
"4764.101226","4.83E-15"
"4765.933989","4.83E-15"
"4767.766751","5.14E-15"
"4769.599514","4.73E-15"
"4771.432277","4.70E-15"
"4773.26504","5.08E-15"
"4775.097803","4.89E-15"
"4776.930566","4.89E-15"
"4778.763329","5.13E-15"
"4780.596092","5.02E-15"
"4782.428855","4.95E-15"
"4784.261618","4.94E-15"
"4786.094381","4.96E-15"
"4787.927144","5.04E-15"
"4789.759907","5.07E-15"
"4791.592669","5.02E-15"
"4793.425432","5.03E-15"
"4795.258195","4.83E-15"
"4797.090958","4.85E-15"
"4798.923721","5.01E-15"
"4800.756484","5.00E-15"
"4802.589247","4.99E-15"
"4804.42201","4.97E-15"
"4806.254773","4.92E-15"
"4808.087536","5.08E-15"
"4809.920299","4.99E-15"
"4811.753062","5.02E-15"
"4813.585825","4.68E-15"
"4815.418588","5.28E-15"
"4817.25135","5.32E-15"
"4819.084113","4.94E-15"
"4820.916876","4.90E-15"
"4822.749639","5.19E-15"
"4824.582402","5.10E-15"
"4826.415165","5.19E-15"
"4828.247928","5.12E-15"
"4830.080691","5.35E-15"
"4831.913454","5.30E-15"
"4833.746217","5.48E-15"
"4835.57898","5.46E-15"
"4837.411743","5.30E-15"
"4839.244506","5.34E-15"
"4841.077268","5.59E-15"
"4842.910031","5.47E-15"
"4844.742794","5.66E-15"
"4846.575557","5.86E-15"
"4848.40832","5.64E-15"
"4850.241083","6.05E-15"
"4852.073846","6.28E-15"
"4853.906609","6.42E-15"
"4855.739372","7.33E-15"
"4857.572135","2.45E-14"
"4859.404898","1.26E-13"
"4861.237661","2.98E-13"
"4863.070424","3.77E-13"
"4864.903186","2.77E-13"
"4866.735949","1.01E-13"
"4868.568712","2.00E-14"
"4870.401475","8.26E-15"
"4872.234238","6.68E-15"
"4874.067001","6.12E-15"
"4875.899764","5.82E-15"
"4877.732527","5.79E-15"
"4879.56529","5.83E-15"
"4881.398053","5.76E-15"
"4883.230816","5.96E-15"
"4885.063579","5.66E-15"
"4886.896342","5.26E-15"
"4888.729105","5.72E-15"
"4890.561867","5.62E-15"
"4892.39463","5.24E-15"
"4894.227393","5.15E-15"
"4896.060156","4.96E-15"
"4897.892919","4.75E-15"
"4899.725682","4.77E-15"
"4901.558445","5.38E-15"
"4903.391208","4.77E-15"
"4905.223971","4.84E-15"
"4907.056734","5.11E-15"
"4908.889497","4.90E-15"
"4910.72226","5.04E-15"
"4912.555023","4.90E-15"
"4914.387785","4.82E-15"
"4916.220548","5.06E-15"
"4918.053311","5.28E-15"
"4919.886074","6.44E-15"
"4921.718837","9.02E-15"
"4923.5516","1.00E-14"
"4925.384363","9.25E-15"
"4927.217126","6.88E-15"
"4929.049889","5.45E-15"
"4930.882652","5.54E-15"
"4932.715415","5.39E-15"
"4934.548178","5.66E-15"
"4936.380941","5.96E-15"
"4938.213703","5.81E-15"
"4940.046466","5.74E-15"
"4941.879229","6.26E-15"
"4943.711992","6.56E-15"
"4945.544755","6.60E-15"
"4947.377518","6.50E-15"
"4949.210281","6.81E-15"
"4951.043044","7.52E-15"
"4952.875807","8.29E-15"
"4954.70857","2.60E-14"
"4956.541333","1.56E-13"
"4958.374096","4.41E-13"
"4960.206859","6.16E-13"
"4962.039622","5.05E-13"
"4963.872384","2.01E-13"
"4965.705147","3.72E-14"
"4967.53791","1.11E-14"
"4969.370673","8.06E-15"
"4971.203436","7.79E-15"
"4973.036199","7.64E-15"
"4974.868962","7.43E-15"
"4976.701725","7.64E-15"
"4978.534488","7.83E-15"
"4980.367251","7.78E-15"
"4982.200014","7.95E-15"
"4984.032777","7.97E-15"
"4985.86554","8.32E-15"
"4987.698302","8.82E-15"
"4989.531065","9.09E-15"
"4991.363828","9.21E-15"
"4993.196591","9.86E-15"
"4995.029354","1.04E-14"
"4996.862117","1.08E-14"
"4998.69488","1.21E-14"
"5000.527643","1.41E-14"
"5002.360406","5.18E-14"
"5004.193169","4.03E-13"
"5006.025932","1.22E-12"
"5007.858695","1.84E-12"
"5009.691458","1.59E-12"
"5011.524221","7.19E-13"
"5013.356983","1.36E-13"
"5015.189746","3.68E-14"
"5017.022509","2.58E-14"
"5018.855272","2.02E-14"
"5020.688035","1.44E-14"
"5022.520798","1.10E-14"
"5024.353561","9.95E-15"
"5026.186324","9.16E-15"
"5028.019087","9.12E-15"
"5029.85185","8.75E-15"
"5031.684613","8.51E-15"
"5033.517376","8.20E-15"
"5035.350139","7.57E-15"
"5037.182901","7.05E-15"
"5039.015664","6.55E-15"
"5040.848427","6.10E-15"
"5042.68119","5.62E-15"
"5044.513953","5.37E-15"
