"x","y"
"3561.6437988281","4.3205699999999999E-15"
"3564.5226012297999","4.2190199999999997E-15"
"3567.4014036314902","4.4870770000000001E-15"
"3570.2802060331901","4.5902790000000003E-15"
"3573.15900843488","4.4531270000000004E-15"
"3576.0378108365799","4.2428499999999999E-15"
"3578.9166132382702","4.3087439999999999E-15"
"3581.7954156399701","4.8777119999999998E-15"
"3584.67421804166","4.5925800000000002E-15"
"3587.5530204433599","4.3789490000000001E-15"
"3590.4318228450502","4.633141E-15"
"3593.3106252467501","4.4072019999999999E-15"
"3596.18942764844","4.4906709999999999E-15"
"3599.0682300501398","4.3650909999999999E-15"
"3601.9470324518302","5.1207020000000002E-15"
"3604.8258348535301","5.0304879999999998E-15"
"3607.70463725522","4.9354959999999998E-15"
"3610.5834396569098","4.8563370000000001E-15"
"3613.4622420586102","4.7711739999999999E-15"
"3616.3410444603001","5.0376980000000002E-15"
"3619.2198468619999","4.9425470000000004E-15"
"3622.0986492636898","4.8030589999999998E-15"
"3624.9774516653902","4.8500069999999998E-15"
"3627.85625406708","4.8932240000000003E-15"
"3630.7350564687799","5.263879E-15"
"3633.6138588704698","5.0802799999999998E-15"
"3636.4926612721702","4.9373529999999999E-15"
"3639.37146367386","5.181287E-15"
"3642.2502660755599","4.7339959999999999E-15"
"3645.1290684772498","4.883985E-15"
"3648.0078708789501","4.8395919999999999E-15"
"3650.88667328064","4.5745680000000001E-15"
"3653.7654756823399","4.2291189999999998E-15"
"3656.6442780840298","3.7980640000000001E-15"
"3659.5230804857301","3.4718070000000001E-15"
"3662.40188288742","3.1237580000000001E-15"
"3665.2806852891199","3.0717860000000001E-15"
"3668.1594876908098","3.7168189999999997E-15"
"3671.0382900925101","3.27683E-15"
"3673.9170924942","2.810694E-15"
"3676.7958948958999","2.6901960000000001E-15"
"3679.6746972975898","1.2932500000000001E-15"
"3682.5534996992801","-5.6675320000000001E-16"
"3685.43230210098","-1.448894E-15"
"3688.3111045026699","8.092001E-16"
"3691.1899069043702","2.8162710000000001E-15"
"3694.0687093060601","2.5653060000000002E-15"
"3696.94751170776","3.3082179999999999E-15"
"3699.8263141094499","3.482963E-15"
"3702.7051165111502","3.6878370000000001E-15"
"3705.5839189128401","4.3858920000000004E-15"
"3708.46272131454","4.8916120000000003E-15"
"3711.3415237162299","6.7433649999999999E-15"
"3714.2203261179302","1.353063E-14"
"3717.0991285196201","3.5296540000000003E-14"
"3719.97793092132","8.8146520000000004E-14"
"3722.8567333230098","1.7005230000000001E-13"
"3725.7355357247102","2.4660330000000002E-13"
"3728.6143381264001","2.6847919999999998E-13"
"3731.4931405281","2.218286E-13"
"3734.3719429297898","1.3874369999999999E-13"
"3737.2507453314902","6.226423E-14"
"3740.1295477331801","2.2022879999999999E-14"
"3743.0083501348799","8.8888350000000004E-15"
"3745.8871525365698","5.3185919999999999E-15"
"3748.7659549382702","4.7227929999999998E-15"
"3751.6447573399601","4.9510350000000002E-15"
"3754.5235597416499","3.98549E-15"
"3757.4023621433498","3.2129589999999998E-15"
"3760.2811645450502","3.0380799999999999E-15"
"3763.15996694674","2.901629E-15"
"3766.0387693484399","3.2015190000000002E-15"
"3768.9175717501298","3.8974659999999997E-15"
"3771.7963741518201","4.1137150000000002E-15"
"3774.67517655352","3.5047309999999999E-15"
"3777.5539789552099","2.4672450000000001E-15"
"3780.4327813569098","1.8558820000000001E-15"
"3783.3115837586001","1.4215119999999999E-15"
"3786.1903861603","2.9103749999999999E-15"
"3789.0691885619899","4.4973489999999998E-15"
"3791.9479909636898","4.3804380000000002E-15"
"3794.8267933653801","4.1987970000000001E-15"
"3797.70559576708","4.6394649999999997E-15"
"3800.5843981687699","4.667602E-15"
"3803.4632005704698","3.5771750000000004E-15"
"3806.3420029721601","2.351408E-15"
"3809.22080537386","1.7281419999999999E-15"
"3812.0996077755499","1.363881E-15"
"3814.9784101772502","1.663472E-15"
"3817.8572125789401","2.128882E-15"
"3820.73601498064","2.1719300000000002E-15"
"3823.6148173823299","2.3097430000000002E-15"
"3826.4936197840302","2.4886010000000001E-15"
"3829.3724221857201","3.4302150000000001E-15"
"3832.25122458742","4.8114560000000002E-15"
"3835.1300269891099","5.9135689999999998E-15"
"3838.0088293908002","5.7700019999999999E-15"
"3840.8876317925001","4.6980390000000003E-15"
"3843.76643419419","2.6713660000000002E-15"
"3846.6452365958899","1.669029E-15"
"3849.5240389975802","1.5424419999999999E-15"
"3852.4028413992801","2.1815190000000002E-15"
"3855.28164380097","3.6611419999999998E-15"
"3858.1604462026698","8.7457850000000006E-15"
"3861.0392486043602","2.3292330000000001E-14"
"3863.9180510060601","5.1319660000000001E-14"
"3866.7968534077499","8.0264290000000001E-14"
"3869.6756558094498","9.0970229999999999E-14"
"3872.5544582111402","7.7769779999999995E-14"
"3875.4332606128401","4.5896599999999999E-14"
"3878.3120630145299","1.9460030000000001E-14"
"3881.1908654162298","1.071685E-14"
"3884.0696678179202","1.245311E-14"
"3886.94847021962","1.648692E-14"
"3889.8272726213099","1.7965990000000001E-14"
"3892.7060750230098","1.5024280000000001E-14"
"3895.5848774247002","9.0780799999999994E-15"
"3898.4636798264","4.1546870000000002E-15"
"3901.3424822280899","2.067777E-15"
"3904.2212846297898","1.50957E-15"
"3907.1000870314801","1.4122410000000001E-15"
"3909.97888943318","1.322114E-15"
"3912.8576918348699","1.3739119999999999E-15"
"3915.7364942365598","1.1378499999999999E-15"
"3918.6152966382601","1.3356580000000001E-15"
"3921.49409903995","1.4934410000000001E-15"
"3924.3729014416499","1.685195E-15"
"3927.2517038433398","1.4215109999999999E-15"
"3930.1305062450401","1.469229E-15"
"3933.00930864673","1.3747639999999999E-15"
"3935.8881110484299","9.54923E-16"
"3938.7669134501198","1.23104E-15"
"3941.6457158518201","1.470456E-15"
"3944.52451825351","1.1458189999999999E-15"
"3947.4033206552099","1.086168E-15"
"3950.2821230569002","1.5141570000000001E-15"
"3953.1609254586001","1.493597E-15"
"3956.03972786029","2.832501E-15"
"3958.9185302619899","7.5440889999999993E-15"
"3961.7973326636802","1.718187E-14"
"3964.6761350653801","3.0807980000000001E-14"
"3967.55493746707","4.025774E-14"
"3970.4337398687699","3.919141E-14"
"3973.3125422704602","2.78569E-14"
"3976.1913446721501","1.403657E-14"
"3979.07014707385","5.8509729999999999E-15"
"3981.9489494755398","2.6567360000000002E-15"
"3984.8277518772402","1.645146E-15"
"3987.7065542789301","1.5344700000000001E-15"
"3990.58535668063","1.297609E-15"
"3993.4641590823198","1.182926E-15"
"3996.3429614840202","1.2525650000000001E-15"
"3999.2217638857101","1.238345E-15"
"4002.1005662874099","1.05715E-15"
"4004.9793686890998","1.181767E-15"
"4007.8581710908002","1.1765000000000001E-15"
"4010.7369734924901","1.339366E-15"
"4013.6157758941899","1.1521670000000001E-15"
"4016.4945782958798","1.460651E-15"
"4019.3733806975802","1.7867540000000002E-15"
"4022.25218309927","2.4809480000000002E-15"
"4025.1309855009699","3.0319900000000002E-15"
"4028.0097879026598","2.9112449999999998E-15"
"4030.8885903043602","2.28455E-15"
"4033.76739270605","1.557872E-15"
"4036.6461951077499","1.1524770000000001E-15"
"4039.5249975094398","1.186726E-15"
